Month,Year,P,D,E,CPI,Date.Frac,GS10,RP,RD,RE,PE10
7,2008,1257.33,28.76,49.56,219.964,2008.54,4.01,1354.480355,30.98,53.39,20.9
8,2008,1281.47,28.8,47.76,219.086,2008.62,3.89,1386.017962,31.15,51.66,21.39
9,2008,1216.95,28.85,45.95,218.783,2008.71,3.69,1318.057034,31.25,49.77,20.36
10,2008,968.8,28.7,35.59,216.573,2008.79,3.81,1059.997544,31.40,38.94,16.38
11,2008,883.04,28.54,25.24,212.425,2008.87,3.53,985.0307563,31.84,28.16,15.25
12,2008,877.56,28.39,14.88,210.228,2008.96,2.42,989.1480564,32.00,16.77,15.37
1,2009,865.58,28.01,12.21,211.143,2009.04,2.52,971.4167024,31.43,13.70,15.17
2,2009,805.23,27.63,9.53,212.193,2009.12,2.87,899.215812,30.85,10.64,14.12
3,2009,757.13,27.25,6.86,212.709,2009.21,2.82,843.4505583,30.36,7.64,13.32
4,2009,848.15,26.7,7.08,213.24,2009.29,2.93,942.494954,29.67,7.87,14.98
5,2009,902.41,26.14,7.29,213.856,2009.37,3.29,999.9021472,28.96,8.08,15.99
6,2009,926.12,25.59,7.51,215.693,2009.46,3.72,1017.434016,28.11,8.25,16.38
7,2009,935.82,25.03,9.19,215.351,2009.54,3.56,1029.723137,27.54,10.11,16.69
8,2009,1009.73,24.46,10.86,215.834,2009.62,3.59,1108.563159,26.85,11.92,18.09
9,2009,1044.55,23.9,12.54,215.969,2009.71,3.4,1146.07452,26.22,13.76,18.83
10,2009,1067.66,23.4,25.35,216.177,2009.79,3.39,1170.303564,25.65,27.79,19.35
11,2009,1088.07,22.91,38.16,216.33,2009.87,3.4,1191.832234,25.09,41.80,19.81
12,2009,1110.38,22.41,50.97,215.949,2009.96,3.59,1218.415667,24.59,55.93,20.32
1,2010,1123.58,22.24,54.29,216.687,2010.04,3.73,1228.700923,24.32,59.37,20.52
2,2010,1089.16,22.08,57.61,216.741,2010.12,3.69,1190.763878,24.14,62.98,19.91
3,2010,1152.05,21.91,60.93,217.631,2010.21,3.73,1254.369865,23.86,66.34,21
4,2010,1197.32,21.95,62.99,218.009,2010.29,3.85,1301.400159,23.86,68.47,21.8
5,2010,1125.06,22,65.04,218.178,2010.37,3.42,1221.911547,23.89,70.64,20.47
6,2010,1083.36,22.04,67.1,217.965,2010.46,3.2,1177.771595,23.96,72.95,19.73
7,2010,1079.8,22.15,68.69,218.011,2010.54,3.01,1173.65366,24.08,74.66,19.66
8,2010,1087.28,22.25,70.27,218.312,2010.62,2.7,1180.154407,24.15,76.27,19.76
9,2010,1122.08,22.36,71.86,218.439,2010.71,2.65,1217.218889,24.26,77.95,20.37
10,2010,1171.58,22.48,73.69,218.711,2010.79,2.54,1269.335318,24.36,79.84,21.23
11,2010,1198.89,22.61,75.52,218.803,2010.87,2.76,1298.377876,24.49,81.79,21.69
12,2010,1241.53,22.73,77.35,219.179,2010.96,3.29,1342.249708,24.57,83.63,22.39
1,2011,1282.62,22.96,78.67,220.223,2011.04,3.39,1380.099423,24.70,84.65,22.97
2,2011,1321.12,23.2,79.99,221.309,2011.12,3.58,1414.549771,24.84,85.65,23.48
3,2011,1304.49,23.43,81.31,223.467,2011.21,3.41,1383.255471,24.84,86.22,22.89
4,2011,1331.51,23.73,82.16,224.906,2011.29,3.46,1402.873243,25.00,86.56,23.14
5,2011,1338.31,24.04,83.02,225.964,2011.37,3.17,1403.435669,25.21,87.06,23.05
6,2011,1287.29,24.34,83.87,225.722,2011.46,3,1351.380186,25.55,88.05,22.09
7,2011,1325.19,24.62,84.91,225.922,2011.54,3,1389.935564,25.82,89.06,22.6
8,2011,1185.31,24.9,85.94,226.545,2011.62,2.3,1239.802501,26.04,89.89,20.04
9,2011,1173.88,25.18,86.98,226.889,2011.71,1.98,1225.985415,26.30,90.84,19.69
10,2011,1207.22,25.6,86.97,226.421,2011.79,2.15,1263.411305,26.79,91.02,20.15
11,2011,1226.42,26.01,86.96,226.23,2011.87,2.01,1284.588619,27.24,91.08,20.34
12,2011,1243.32,26.43,86.95,225.672,2011.96,1.98,1305.510241,27.75,91.30,20.52
1,2012,1300.58,26.74,87.48,226.665,2012.04,1.97,1359.65163,27.95,91.45,21.21
2,2012,1352.49,27.04,88.01,227.663,2012.12,1.97,1407.721195,28.14,91.60,21.79
3,2012,1389.24,27.35,88.54,229.392,2012.21,2.17,1435.073195,28.25,91.46,22.05
4,2012,1386.43,27.67,88.33,230.085,2012.29,2.05,1427.856891,28.50,90.97,21.77
5,2012,1341.27,28,88.13,229.815,2012.37,1.8,1382.970386,28.87,90.87,20.93
6,2012,1323.48,28.32,87.92,229.478,2012.46,1.62,1366.631315,29.24,90.79,20.54
7,2012,1359.78,28.74,87.45,229.104,2012.54,1.53,1406.406998,29.73,90.45,20.99
8,2012,1403.45,29.17,86.97,230.379,2012.62,1.68,1443.540913,30.00,89.45,21.4
9,2012,1443.42,29.59,86.5,231.407,2012.71,1.72,1478.05729,30.30,88.58,21.78
10,2012,1437.82,30.14,86.5,231.317,2012.79,1.75,1472.895754,30.88,88.61,21.57
11,2012,1394.51,30.7,86.51,230.221,2012.87,1.65,1435.32992,31.60,89.04,20.89
12,2012,1422.29,31.25,86.51,229.601,2012.96,1.72,1467.876178,32.25,89.28,21.23
1,2013,1480.4,31.54,86.91,230.28,2013.04,1.91,1523.343686,32.45,89.43,21.9
2,2013,1512.31,31.82,87.3,232.166,2013.12,1.98,1543.537717,32.48,89.10,22.05
3,2013,1550.83,32.11,87.7,232.773,2013.21,1.96,1578.725526,32.69,89.28,22.42
4,2013,1570.7,32.5,88.78,232.531,2013.29,1.76,1600.617002,33.12,90.47,22.59
5,2013,1639.84,32.88,89.87,232.945,2013.37,1.93,1668.104001,33.45,91.42,23.41
6,2013,1618.77,33.27,90.95,233.504,2013.46,2.3,1642.728772,33.76,92.30,22.92
7,2013,1668.68,33.65,92.09,233.596,2013.54,2.58,1692.710546,34.13,93.42,23.49
8,2013,1670.09,34.02,93.23,233.877,2013.62,2.74,1692.105365,34.47,94.46,23.35
9,2013,1687.17,34.4,94.37,234.149,2013.71,2.81,1707.424773,34.81,95.50,23.44
10,2013,1720.03,34.6,96.31,233.546,2013.79,2.62,1745.17358,35.11,97.72,23.83
11,2013,1783.54,34.79,98.26,233.069,2013.87,2.72,1813.315535,35.37,99.90,24.64
12,2013,1807.78,34.99,100.2,233.049,2013.96,2.9,1838.117944,35.58,101.88,24.86
1,2014,1822.36,35.4,100.42,233.916,2014.04,2.86,1846.074769,35.86,101.73,24.86
2,2014,1817.04,35.82,100.63,234.781,2014.12,2.71,1833.903929,36.15,101.56,24.59
3,2014,1863.52,36.23,100.85,236.293,2014.21,2.72,1868.780282,36.33,101.13,24.95
4,2014,1864.26,36.61,101.61,237.072,2014.29,2.71,1863.379267,36.59,101.56,24.78
5,2014,1889.77,37,102.36,237.9,2014.37,2.56,1882.303065,36.85,101.96,24.94
6,2014,1947.09,37.38,103.12,238.343,2014.46,2.6,1935.79189,37.16,102.52,25.55
7,2014,1973.1,37.75,104.07,238.25,2014.54,2.54,1962.416688,37.55,103.51,25.81
8,2014,1961.53,38.12,105.01,237.852,2014.62,2.42,1954.173809,37.98,104.62,25.61
9,2014,1993.23,38.49,105.96,238.031,2014.71,2.53,1984.261633,38.32,105.48,25.91
10,2014,1937.27,38.81,104.74,237.433,2014.79,2.3,1933.410685,38.73,104.53,25.16
11,2014,2044.57,39.12,103.53,236.151,2014.87,2.33,2051.574235,39.25,103.88,26.6
12,2014,2054.27,39.44,102.31,234.812,2014.96,2.21,2073.061936,39.80,103.25,26.79
1,2015,2028.18,39.9,101.29,233.707,2015.04,1.88,2056.410517,40.46,102.70,26.49
2,2015,2082.2,40.35,100.27,234.722,2015.12,1.98,2102.053118,40.73,101.23,26.99
3,2015,2079.99,40.81,99.25,236.119,2015.21,2.04,2087.398432,40.96,99.60,26.72
4,2015,2094.86,41.12,97.8,236.599,2015.29,1.94,2098.056313,41.18,97.95,26.79
5,2015,2111.94,41.43,96.36,237.805,2015.37,2.2,2104.435577,41.28,96.02,26.8
6,2015,2099.29,41.74,94.91,238.638,2015.46,2.36,2084.528694,41.45,94.24,26.49
7,2015,2094.14,42,,238.654,2015.54,2.32,2079.275497,41.70,,26.38
8,2015,2039.87,42.25,,238.316,2015.62,2.17,2028.263294,42.01,,
9,2015,1944.41,42.51,,237.945,2015.71,2.17,1936.360897,42.33,,
10,2015,2024.81,42.8,,237.838,2015.79,2.07,2017.335235,42.64,,
11,2015,2080.62,43.1,,237.336,2015.87,2.26,2077.323774,43.03,,
12,2015,2054.08,43.39,,237.085,2015.96,2.24,2052.997013,43.37,,
1,2016,1890.28,,,236.96,2016.04,2.13,1890.28,,,
