Month,Year,P,D,E,CPI,Date.Frac,GS10,RP,RD,RE,PE10
10,1919,9.47,0.54,0.94,18.1,1919.79,4.85,123.9785193,7.07,12.31,6.79
11,1919,9.19,0.53,0.94,18.5,1919.87,4.89,117.7114811,6.79,12.04,6.47
12,1919,8.92,0.53,0.93,18.9,1919.96,4.93,111.8350899,6.64,11.66,6.16
1,1920,8.83,0.53,0.92,19.3,1920.04,4.97,108.4122694,6.51,11.30,5.99
2,1920,8.1,0.53,0.91,19.5,1920.12,4.98,98.42953846,6.44,11.06,5.46
3,1920,8.67,0.53,0.9,19.7,1920.21,4.99,104.2864569,6.38,10.83,5.8
4,1920,8.6,0.52,0.89,20.3,1920.29,5,100.3869951,6.07,10.39,5.6
5,1920,8.06,0.52,0.88,20.6,1920.37,5.01,92.71347573,5.98,10.12,5.19
6,1920,7.92,0.52,0.87,20.9,1920.46,5.02,89.79536842,5.90,9.86,5.04
7,1920,7.91,0.52,0.85,20.8,1920.54,5.03,90.11315385,5.92,9.68,5.08
8,1920,7.6,0.52,0.84,20.3,1920.62,5.04,88.71408867,6.07,9.81,5.02
9,1920,7.87,0.52,0.83,20,1920.71,5.05,93.24376,6.16,9.83,5.3
10,1920,7.88,0.51,0.82,19.9,1920.79,5.06,93.83139698,6.07,9.76,5.35
11,1920,7.48,0.51,0.81,19.8,1920.87,5.07,89.51822222,6.10,9.69,5.13
12,1920,6.81,0.51,0.8,19.4,1920.96,5.08,83.18028866,6.23,9.77,4.78
1,1921,7.11,0.51,0.76,19,1921.04,5.09,88.67292632,6.36,9.48,5.12
2,1921,7.06,0.5,0.72,18.4,1921.12,5.02,90.92052174,6.44,9.27,5.27
3,1921,6.88,0.5,0.67,18.3,1921.21,4.96,89.08660109,6.47,8.68,5.19
4,1921,6.91,0.49,0.63,18.1,1921.29,4.89,90.46373481,6.41,8.25,5.3
5,1921,7.12,0.49,0.59,17.7,1921.37,4.83,95.31950282,6.56,7.90,5.61
6,1921,6.55,0.49,0.55,17.6,1921.46,4.76,88.18681818,6.60,7.41,5.22
7,1921,6.53,0.48,0.5,17.7,1921.54,4.7,87.42083616,6.43,6.69,5.2
8,1921,6.45,0.48,0.46,17.7,1921.62,4.63,86.34983051,6.43,6.16,5.16
9,1921,6.61,0.47,0.42,17.5,1921.71,4.56,89.50317714,6.36,5.69,5.38
10,1921,6.7,0.47,0.38,17.5,1921.79,4.5,90.72182857,6.36,5.15,5.48
11,1921,7.06,0.46,0.33,17.4,1921.87,4.43,96.14583908,6.26,4.49,5.84
12,1921,7.31,0.46,0.29,17.3,1921.96,4.37,100.1258728,6.30,3.97,6.11
1,1922,7.3,0.46,0.32,16.9,1922.04,4.3,102.355503,6.45,4.49,6.29
2,1922,7.46,0.47,0.36,16.9,1922.12,4.31,104.5989112,6.59,5.05,6.46
3,1922,7.74,0.47,0.39,16.7,1922.21,4.31,109.8245749,6.67,5.53,6.82
4,1922,8.21,0.48,0.42,16.7,1922.29,4.32,116.493509,6.81,5.96,7.27
5,1922,8.53,0.48,0.46,16.7,1922.37,4.32,121.0340599,6.81,6.53,7.59
6,1922,8.45,0.49,0.49,16.7,1922.46,4.33,119.8989222,6.95,6.95,7.56
7,1922,8.51,0.49,0.52,16.8,1922.54,4.33,120.0315238,6.91,7.33,7.6
8,1922,8.83,0.49,0.56,16.6,1922.62,4.34,126.0455904,6.99,7.99,8.02
9,1922,9.06,0.5,0.59,16.6,1922.71,4.34,129.3287711,7.14,8.42,8.27
10,1922,9.26,0.5,0.62,16.7,1922.79,4.35,131.3921916,7.09,8.80,8.43
11,1922,8.8,0.51,0.66,16.8,1922.87,4.35,124.1219048,7.19,9.31,8
12,1922,8.78,0.51,0.69,16.9,1922.96,4.36,123.1070296,7.15,9.67,7.96
1,1923,8.9,0.51,0.71,16.8,1923.04,4.36,125.532381,7.19,10.01,8.15
2,1923,9.28,0.51,0.74,16.8,1923.12,4.34,130.8921905,7.19,10.44,8.53
3,1923,9.43,0.52,0.76,16.8,1923.21,4.31,133.0079048,7.33,10.72,8.7
4,1923,9.1,0.52,0.79,16.9,1923.29,4.29,127.5938462,7.29,11.08,8.37
5,1923,8.67,0.52,0.81,16.9,1923.37,4.26,121.5646864,7.29,11.36,8
6,1923,8.34,0.52,0.84,17,1923.46,4.24,116.2497882,7.25,11.71,7.67
7,1923,8.06,0.52,0.86,17.2,1923.54,4.21,111.0405581,7.16,11.85,7.35
8,1923,8.1,0.52,0.88,17.1,1923.62,4.19,112.2442105,7.21,12.19,7.44
9,1923,8.15,0.53,0.91,17.2,1923.71,4.16,112.2804651,7.30,12.54,7.46
10,1923,8.03,0.53,0.93,17.3,1923.79,4.14,109.9877919,7.26,12.74,7.32
11,1923,8.27,0.53,0.96,17.3,1923.87,4.11,113.2750983,7.26,13.15,7.55
12,1923,8.55,0.53,0.98,17.3,1923.96,4.09,117.110289,7.26,13.42,7.81
1,1924,8.83,0.53,0.98,17.3,1924.04,4.06,120.9454798,7.26,13.42,8.07
2,1924,8.87,0.53,0.97,17.2,1924.12,4.04,122.1997209,7.30,13.36,8.16
3,1924,8.7,0.54,0.97,17.1,1924.21,4.03,120.5585965,7.48,13.44,8.06
4,1924,8.5,0.54,0.96,17,1924.29,4.01,118.48,7.53,13.38,7.92
5,1924,8.47,0.54,0.96,17,1924.37,3.99,118.0618353,7.53,13.38,7.9
6,1924,8.63,0.54,0.96,17,1924.46,3.98,120.2920471,7.53,13.38,8.05
7,1924,9.03,0.54,0.95,17.1,1924.54,3.96,125.1315088,7.48,13.16,8.38
8,1924,9.34,0.54,0.95,17,1924.62,3.94,130.1886118,7.53,13.24,8.72
9,1924,9.25,0.55,0.94,17.1,1924.71,3.93,128.180117,7.62,13.03,8.58
10,1924,9.13,0.55,0.94,17.2,1924.79,3.91,125.7816744,7.58,12.95,8.42
11,1924,9.64,0.55,0.93,17.2,1924.87,3.89,132.807814,7.58,12.81,8.89
12,1924,10.16,0.55,0.93,17.3,1924.96,3.88,139.1626358,7.53,12.74,9.31
1,1925,10.58,0.55,0.96,17.3,1925.04,3.86,144.915422,7.53,13.15,9.69
2,1925,10.67,0.56,0.98,17.2,1925.12,3.85,146.9978605,7.71,13.50,9.83
3,1925,10.39,0.56,1.01,17.3,1925.21,3.83,142.3129711,7.67,13.83,9.52
4,1925,10.28,0.57,1.04,17.2,1925.29,3.82,141.6249302,7.85,14.33,9.48
5,1925,10.61,0.57,1.06,17.3,1925.37,3.8,145.3263353,7.81,14.52,9.73
6,1925,10.8,0.58,1.09,17.5,1925.46,3.79,146.2381714,7.85,14.76,9.8
7,1925,11.1,0.58,1.12,17.7,1925.54,3.77,148.6020339,7.76,14.99,9.96
8,1925,11.25,0.58,1.14,17.7,1925.62,3.76,150.6101695,7.76,15.26,10.11
9,1925,11.51,0.59,1.17,17.7,1925.71,3.74,154.0909379,7.90,15.66,10.36
10,1925,11.89,0.59,1.2,17.7,1925.79,3.73,159.1782147,7.90,16.07,10.72
11,1925,12.26,0.6,1.22,18,1925.87,3.71,161.3960889,7.90,16.06,10.89
12,1925,12.46,0.6,1.25,17.9,1925.96,3.7,164.9453408,7.94,16.55,11.15
1,1926,12.65,0.61,1.25,17.9,1926.04,3.68,167.4605587,8.08,16.55,11.34
2,1926,12.67,0.62,1.25,17.9,1926.12,3.65,167.7253184,8.21,16.55,11.39
3,1926,11.81,0.62,1.25,17.8,1926.21,3.62,157.2189663,8.25,16.64,10.71
4,1926,11.48,0.63,1.25,17.9,1926.29,3.6,151.9721117,8.34,16.55,10.4
5,1926,11.56,0.64,1.25,17.8,1926.37,3.57,153.8908764,8.52,16.64,10.58
6,1926,12.11,0.65,1.25,17.7,1926.46,3.54,162.1234802,8.70,16.73,11.2
7,1926,12.62,0.65,1.24,17.5,1926.54,3.51,170.8820114,8.80,16.79,11.87
8,1926,13.12,0.66,1.24,17.4,1926.62,3.48,178.6732874,8.99,16.89,12.49
9,1926,13.32,0.67,1.24,17.5,1926.71,3.45,180.3604114,9.07,16.79,12.69
10,1926,13.02,0.68,1.24,17.6,1926.79,3.43,175.2965455,9.16,16.69,12.43
11,1926,13.19,0.68,1.24,17.7,1926.87,3.4,176.5820565,9.10,16.60,12.62
12,1926,13.49,0.69,1.24,17.7,1926.96,3.37,180.5983277,9.24,16.60,13.01
1,1927,13.4,0.7,1.23,17.5,1927.04,3.34,181.4436571,9.48,16.65,13.19
2,1927,13.66,0.7,1.22,17.4,1927.12,3.34,186.0272184,9.53,16.61,13.63
3,1927,13.87,0.71,1.21,17.3,1927.21,3.34,189.9789133,9.72,16.57,14.03
4,1927,14.21,0.72,1.2,17.3,1927.29,3.34,194.6359306,9.86,16.44,14.49
5,1927,14.7,0.72,1.19,17.4,1927.37,3.34,200.1903448,9.81,16.21,15
6,1927,14.89,0.73,1.18,17.6,1927.46,3.34,200.4735455,9.83,15.89,15.12
7,1927,15.22,0.74,1.16,17.3,1927.54,3.34,208.4700116,10.14,15.89,15.82
8,1927,16.03,0.74,1.15,17.2,1927.62,3.33,220.8412093,10.19,15.84,16.86
9,1927,16.94,0.75,1.14,17.3,1927.71,3.33,232.0290405,10.27,15.61,17.82
10,1927,16.68,0.76,1.13,17.4,1927.79,3.33,227.1547586,10.35,15.39,17.54
11,1927,17.06,0.76,1.12,17.3,1927.87,3.33,233.6726936,10.41,15.34,18.13
12,1927,17.46,0.77,1.11,17.3,1927.96,3.33,239.1515376,10.55,15.20,18.65
1,1928,17.53,0.78,1.13,17.3,1928.04,3.33,240.1103353,10.68,15.48,18.81
2,1928,17.32,0.78,1.16,17.1,1928.12,3.35,240.0086082,10.81,16.07,18.87
3,1928,18.25,0.79,1.18,17.1,1928.21,3.38,252.8959064,10.95,16.35,19.94
4,1928,19.4,0.8,1.2,17.1,1928.29,3.4,268.8318129,11.09,16.63,21.26
5,1928,20,0.8,1.22,17.2,1928.37,3.42,275.5348837,11.02,16.81,21.83
6,1928,19.02,0.81,1.25,17.1,1928.46,3.44,263.5660351,11.22,17.32,20.91
7,1928,19.16,0.82,1.27,17.1,1928.54,3.47,265.5060585,11.36,17.60,21.08
8,1928,19.78,0.82,1.29,17.1,1928.62,3.49,274.0975906,11.36,17.88,21.76
9,1928,21.17,0.83,1.31,17.3,1928.71,3.51,289.967815,11.37,17.94,23
10,1928,21.6,0.84,1.34,17.2,1928.79,3.53,297.5776744,11.57,18.46,23.58
11,1928,23.06,0.84,1.36,17.2,1928.87,3.56,317.6917209,11.57,18.74,25.12
12,1928,23.15,0.85,1.38,17.1,1928.96,3.58,320.7967251,11.78,19.12,25.3
1,1929,24.86,0.86,1.4,17.1,1929.04,3.6,344.4927251,11.92,19.40,27.08
2,1929,24.99,0.87,1.42,17.1,1929.12,3.57,346.2941754,12.06,19.68,27.13
3,1929,25.43,0.88,1.44,17,1929.21,3.55,354.4642824,12.27,20.07,27.68
4,1929,25.28,0.89,1.46,16.9,1929.29,3.52,354.4585089,12.48,20.47,27.57
5,1929,25.66,0.9,1.48,17,1929.37,3.5,357.6702118,12.54,20.63,27.7
6,1929,26.15,0.91,1.5,17.1,1929.46,3.47,362.368655,12.61,20.79,27.94
7,1929,28.48,0.92,1.51,17.3,1929.54,3.45,390.0936879,12.60,20.68,29.93
8,1929,30.1,0.93,1.53,17.3,1929.62,3.42,412.2830058,12.74,20.96,31.48
9,1929,31.3,0.94,1.55,17.3,1929.71,3.39,428.7195376,12.88,21.23,32.56
10,1929,27.99,0.95,1.57,17.3,1929.79,3.37,383.382104,13.01,21.50,28.96
11,1929,20.58,0.96,1.59,17.3,1929.87,3.34,281.8865202,13.15,21.78,21.17
12,1929,21.4,0.97,1.61,17.2,1929.96,3.32,294.8223256,13.36,22.18,22.01
1,1930,21.71,0.97,1.56,17.1,1930.04,3.29,300.8421988,13.44,21.62,22.31
2,1930,23.07,0.97,1.5,17,1930.12,3.29,321.5686588,13.52,20.91,23.7
3,1930,23.94,0.97,1.45,16.9,1930.21,3.3,335.6699645,13.60,20.33,24.59
4,1930,25.46,0.97,1.4,17,1930.29,3.3,354.8824471,13.52,19.51,25.84
5,1930,23.94,0.97,1.34,16.9,1930.37,3.31,335.6699645,13.60,18.79,24.31
6,1930,21.52,0.98,1.29,16.8,1930.46,3.31,303.5344762,13.82,18.20,21.87
7,1930,21.06,0.98,1.24,16.6,1930.54,3.32,300.6251566,13.99,17.70,21.55
8,1930,20.79,0.98,1.18,16.5,1930.62,3.32,298.5696,14.07,16.95,21.3
9,1930,20.78,0.98,1.13,16.6,1930.71,3.32,296.628241,13.99,16.13,21.07
10,1930,17.92,0.98,1.08,16.5,1930.79,3.33,257.3529212,14.07,15.51,18.21
11,1930,16.62,0.98,1.02,16.4,1930.87,3.33,240.1387317,14.16,14.74,16.94
12,1930,15.51,0.98,0.97,16.1,1930.96,3.34,228.2763727,14.42,14.28,16.06
1,1931,15.98,0.97,0.94,15.9,1931.04,3.34,238.1522516,14.46,14.01,16.71
2,1931,17.2,0.95,0.91,15.7,1931.12,3.37,259.5994904,14.34,13.73,18.16
3,1931,17.53,0.94,0.88,15.6,1931.21,3.4,266.2762051,14.28,13.37,18.58
4,1931,15.86,0.93,0.85,15.5,1931.29,3.43,242.4635871,14.22,12.99,16.87
5,1931,14.33,0.91,0.82,15.3,1931.37,3.45,221.9370458,14.09,12.70,15.4
6,1931,13.87,0.9,0.79,15.1,1931.46,3.48,217.6579603,14.12,12.40,15.06
7,1931,14.33,0.89,0.76,15.1,1931.54,3.51,224.8766093,13.97,11.93,15.52
8,1931,13.9,0.87,0.73,15.1,1931.62,3.54,218.1287417,13.65,11.46,15.01
9,1931,11.83,0.86,0.7,15,1931.71,3.57,186.8824533,13.59,11.06,12.82
10,1931,10.25,0.85,0.67,14.9,1931.79,3.6,163.009396,13.52,10.66,11.15
11,1931,10.39,0.83,0.64,14.7,1931.87,3.62,167.4839728,13.38,10.32,11.42
12,1931,8.44,0.82,0.61,14.6,1931.96,3.65,136.9823562,13.31,9.90,9.31
1,1932,8.3,0.79,0.59,14.3,1932.04,3.68,137.5362238,13.09,9.78,9.31
2,1932,8.23,0.77,0.58,14.1,1932.12,3.65,138.310695,12.94,9.75,9.34
3,1932,8.26,0.74,0.56,14,1932.21,3.62,139.8064,12.53,9.48,9.41
4,1932,6.28,0.71,0.54,13.9,1932.29,3.59,107.0581871,12.10,9.21,7.19
5,1932,5.51,0.69,0.53,13.7,1932.37,3.56,95.30289051,11.93,9.17,6.39
6,1932,4.77,0.66,0.51,13.6,1932.46,3.53,83.11023529,11.50,8.89,5.57
7,1932,5.01,0.63,0.49,13.6,1932.54,3.5,87.29188235,10.98,8.54,5.84
8,1932,7.53,0.61,0.48,13.5,1932.62,3.46,132.1710222,10.71,8.43,8.83
9,1932,8.26,0.58,0.46,13.4,1932.71,3.43,146.0663881,10.26,8.13,9.76
10,1932,7.12,0.55,0.44,13.3,1932.79,3.4,126.8537744,9.80,7.84,8.48
11,1932,7.05,0.53,0.43,13.2,1932.87,3.37,126.5581818,9.51,7.72,8.46
12,1932,6.82,0.5,0.41,13.1,1932.96,3.34,123.3639084,9.04,7.42,8.26
1,1933,7.09,0.5,0.41,12.9,1933.04,3.31,130.236155,9.18,7.53,8.73
2,1933,6.25,0.49,0.42,12.7,1933.12,3.29,116.6141732,9.14,7.84,7.83
3,1933,6.23,0.49,0.42,12.6,1933.21,3.28,117.1635556,9.22,7.90,7.87
4,1933,6.89,0.48,0.42,12.6,1933.29,3.26,129.575746,9.03,7.90,8.72
5,1933,8.87,0.48,0.42,12.6,1933.37,3.25,166.8123175,9.03,7.90,11.25
6,1933,10.39,0.47,0.43,12.7,1933.46,3.23,193.8594016,8.77,8.02,13.1
7,1933,11.23,0.47,0.43,13.1,1933.54,3.22,203.1344122,8.50,7.78,13.75
8,1933,10.67,0.46,0.43,13.2,1933.62,3.2,191.5426667,8.26,7.72,13
9,1933,10.58,0.46,0.43,13.2,1933.71,3.18,189.9270303,8.26,7.72,12.92
10,1933,9.55,0.45,0.44,13.2,1933.79,3.17,171.4369697,8.08,7.90,11.7
11,1933,9.78,0.45,0.44,13.2,1933.87,3.15,175.5658182,8.08,7.90,12.01
12,1933,9.97,0.44,0.44,13.2,1933.96,3.14,178.9766061,7.90,7.90,12.28
1,1934,10.54,0.44,0.44,13.2,1934.04,3.12,189.2089697,7.90,7.90,13.03
2,1934,11.32,0.44,0.45,13.3,1934.12,3.09,201.6832481,7.84,8.02,13.93
3,1934,10.74,0.44,0.45,13.3,1934.21,3.07,191.3496541,7.84,8.02,13.25
4,1934,10.92,0.44,0.46,13.3,1934.29,3.04,194.5566316,7.84,8.20,13.52
5,1934,9.81,0.44,0.46,13.3,1934.37,3.01,174.7802707,7.84,8.20,12.18
6,1934,9.94,0.45,0.47,13.4,1934.46,2.98,175.774806,7.96,8.31,12.29
7,1934,9.47,0.45,0.47,13.4,1934.54,2.96,167.4635224,7.96,8.31,11.74
8,1934,9.1,0.45,0.47,13.4,1934.62,2.93,160.920597,7.96,8.31,11.32
9,1934,8.88,0.45,0.48,13.6,1934.71,2.9,154.7209412,7.84,8.36,10.91
10,1934,8.95,0.45,0.48,13.5,1934.79,2.87,157.0957037,7.90,8.43,11.11
